delta_sigma,grace_min,k_dn,k_h,k_up,n_v,t_fill_min,signal,n_events,fill_rate,n_filled,mean_ret_net,t_stat,bt_n_trades,bt_total_return,bt_sharpe,bt_max_drawdown,exit_types,trial_hash,daily_sr,n_days,skew,kurt
1.5,15,4.0,2.0,1.0,2,15,dip,17573,0.1962100950321516,3448,-0.00029839261368152874,-2.271497423796811,3195,-0.6756275498029594,-0.8127772507372348,-0.8771363927594464,"{""tp"": 2136, ""time_maker"": 712, ""sl"": 511, ""time_taker"": 89}",bdd8209c9de3,-0.042542705677297316,2512,-0.6321555682896918,35.238328876962726
1.5,15,4.0,2.0,1.0,2,15,breakout,18589,0.122814567755124,2283,-0.00047505605177421346,-2.8837449074447234,2283,-0.6852832123655277,-1.065989931334713,-0.8147204603357716,"{""tp"": 1196, ""time_maker"": 713, ""sl"": 210, ""time_taker"": 164}",3264924e40e1,-0.055796463130088805,2512,-1.3672008399402973,28.34039654446831
1.5,15,4.0,2.0,1.0,2,60,dip,17573,0.4036874751038525,7094,-0.0005589835715305474,-6.228191288978884,5988,-0.9717028750808587,-1.967841310305414,-0.9851848567422564,"{""tp"": 3980, ""time_maker"": 1874, ""sl"": 937, ""time_taker"": 303}",50849d3a2497,-0.10300152176751258,2512,-2.012228982044541,30.6660196112385
1.5,15,4.0,2.0,1.0,2,60,breakout,18589,0.38189251707999355,7099,-0.0005340983022309,-6.3091434429802975,5877,-0.9586839492091879,-2.0991011992659234,-0.9835739036862522,"{""tp"": 3205, ""time_maker"": 2732, ""time_taker"": 598, ""sl"": 564}",82c11832d55f,-0.10987197836335916,2512,-0.06423402916665552,19.241075147217323
1.5,15,4.0,2.0,1.0,4,15,dip,17573,0.1962100950321516,3448,-0.00033190465057191394,-2.3726212823356896,3173,-0.7004635080068199,-0.8122797550543807,-0.8831251000459106,"{""tp"": 2379, ""sl"": 616, ""time_maker"": 383, ""time_taker"": 70}",de29586558cf,-0.04251666556311819,2512,-0.695682028642618,29.760401519197302
1.5,15,4.0,2.0,1.0,4,15,breakout,18589,0.122814567755124,2283,-0.000497470192419361,-2.7760159234846054,2279,-0.7042690321038445,-1.0577391495975847,-0.8396841555615913,"{""tp"": 1398, ""time_maker"": 478, ""sl"": 285, ""time_taker"": 122}",11b933e39a02,-0.05536459747596047,2512,-1.2852177543468575,20.684485988917704
1.5,15,4.0,2.0,1.0,4,60,dip,17573,0.4036874751038525,7094,-0.0004859019414677682,-5.02890856027496,5899,-0.9556396671201297,-1.5956320964380846,-0.982062337596024,"{""tp"": 4667, ""sl"": 1182, ""time_maker"": 1038, ""time_taker"": 207}",34b215ee43ef,-0.08351920109284684,2512,-1.8107826787046537,28.253435952834327
1.5,15,4.0,2.0,1.0,4,60,breakout,18589,0.38189251707999355,7099,-0.0005679235951239644,-6.068670569000521,5864,-0.9687268453581119,-2.083087843498596,-0.9884294670388175,"{""tp"": 4023, ""time_maker"": 1834, ""sl"": 784, ""time_taker"": 458}",c8628279cac5,-0.10903380101440245,2512,-0.2530111172270118,15.529894700541986
1.5,15,4.0,2.0,2.0,1,15,dip,17573,0.1962100950321516,3448,-0.0004163293860931931,-2.725033118225557,3213,-0.7785382702436645,-1.023102489939885,-0.9058152899104095,"{""time_maker"": 1942, ""tp"": 829, ""sl"": 467, ""time_taker"": 210}",df7ff698fd48,-0.05355163184961493,2512,-0.024569055318238713,26.326425798520432
1.5,15,4.0,2.0,2.0,1,15,breakout,18589,0.122814567755124,2283,-0.0009711244370739827,-5.339673611221928,2283,-0.9001384501267397,-1.9750326893451935,-0.9004607372666398,"{""time_maker"": 1481, ""tp"": 327, ""time_taker"": 289, ""sl"": 186}",b0e98f9ca9c8,-0.10337793575009602,2512,-2.3533515532961555,35.700452881464855
1.5,15,4.0,2.0,2.0,1,60,dip,17573,0.4036874751038525,7094,-0.0006888212312495641,-7.02127665155136,6057,-0.9845481173523107,-2.2813455921889654,-0.9904688403262264,"{""time_maker"": 4419, ""tp"": 1300, ""sl"": 811, ""time_taker"": 564}",09b128e75228,-0.11941108586474423,2512,-1.0028093038587877,27.635018843672388
1.5,15,4.0,2.0,2.0,1,60,breakout,18589,0.38189251707999355,7099,-0.0008045708496653747,-9.326141360211482,5876,-0.9910723684917508,-3.0386962441492007,-0.9911014279912065,"{""time_maker"": 5001, ""time_taker"": 969, ""tp"": 676, ""sl"": 453}",ffa3b98e24f0,-0.15905263076727244,2512,-0.6609605974014224,23.025343169337553
1.5,15,4.0,2.0,2.0,2,15,dip,17573,0.1962100950321516,3448,-0.0001928844664872503,-1.1523925280490985,3138,-0.6357815536940796,-0.5950360267806727,-0.8492324026950522,"{""time_maker"": 1419, ""tp"": 1213, ""sl"": 603, ""time_taker"": 213}",e1639bc1f7f2,-0.031145609122003516,2512,-0.6421937621875039,20.210322732012486
1.5,15,4.0,2.0,2.0,2,15,breakout,18589,0.122814567755124,2283,-0.0009676796167450145,-4.74997572520398,2283,-0.9015219274258623,-1.7839235435111191,-0.9046019807317818,"{""time_maker"": 1246, ""tp"": 530, ""time_taker"": 260, ""sl"": 247}",815473bf7410,-0.09337482587456238,2512,-2.06817728249274,30.6639489708337
1.5,15,4.0,2.0,2.0,2,60,dip,17573,0.4036874751038525,7094,-0.00045715790806245886,-4.159834082684016,5858,-0.9640841703974994,-1.526173565151055,-0.9838349697775648,"{""time_maker"": 3394, ""tp"": 2057, ""sl"": 1082, ""time_taker"": 561}",0c1b2df02a3a,-0.07988357540248564,2513,-0.3642074700650012,22.896586233897565
1.5,15,4.0,2.0,2.0,2,60,breakout,18589,0.38189251707999355,7099,-0.0008010301162536221,-8.047392798601946,5867,-0.9921774569519863,-2.8693210383553835,-0.9922064957750167,"{""time_maker"": 4331, ""tp"": 1223, ""time_taker"": 908, ""sl"": 637}",c7332494b33d,-0.15018712730666,2512,-0.6031503434914777,17.055306840064528
1.5,15,4.0,2.0,2.0,4,15,dip,17573,0.1962100950321516,3448,-0.0001769260432399128,-0.9488707313650687,3091,-0.6150201117486682,-0.4346323375222549,-0.8651751520826496,"{""tp"": 1575, ""time_maker"": 947, ""sl"": 766, ""time_taker"": 160}",375423fce2b4,-0.02274969629904524,2512,-0.31564788865261245,38.04297468558354
1.5,15,4.0,2.0,2.0,4,15,breakout,18589,0.122814567755124,2283,-0.0011218570634217023,-4.85661049216839,2275,-0.9333801272713501,-1.891898998758569,-0.9381264723981981,"{""time_maker"": 932, ""tp"": 782, ""sl"": 349, ""time_taker"": 220}",be9c95100776,-0.09902651950747081,2512,-2.3304274339174174,28.575633289623035
1.5,15,4.0,2.0,2.0,4,60,dip,17573,0.4036874751038525,7094,-0.00032260998706103264,-2.5987082374236827,5680,-0.9294257526279885,-0.9893044271731999,-0.9808271662001998,"{""tp"": 2931, ""time_maker"": 2296, ""sl"": 1435, ""time_taker"": 432}",b343b8c5e550,-0.05178256039068607,2513,-0.10147813347684259,34.45513023700458
1.5,15,4.0,2.0,2.0,4,60,breakout,18589,0.38189251707999355,7099,-0.0009270034368196308,-8.07905014132122,5811,-0.9965640490098399,-2.821813595481345,-0.9965751379907225,"{""time_maker"": 3353, ""tp"": 2037, ""sl"": 924, ""time_taker"": 785}",2444701ac93f,-0.147700474096524,2512,-1.3515932626495317,30.082137658018844
1.5,15,4.0,4.0,0.5,1,15,dip,6725,0.24535315985130113,1650,-0.0006940251903524911,-4.424811374136385,1644,-0.6954226609904944,-1.6028369561405769,-0.6956932419904944,"{""tp"": 1199, ""time_maker"": 269, ""sl"": 161, ""time_taker"": 21}",5b355109bcf1,-0.0838963206855659,2512,-8.32696280025439,135.5061967014762
1.5,15,4.0,4.0,0.5,1,15,breakout,7276,0.15173172072567345,1104,-0.0009260290902546131,-4.672598760834443,1104,-0.6490145221833619,-1.7428757959376202,-0.6557101514114214,"{""tp"": 677, ""time_maker"": 289, ""sl"": 79, ""time_taker"": 59}",8a550f3cdd65,-0.09122628856972101,2512,-7.198343695426583,102.74494685425641
1.5,15,4.0,4.0,0.5,1,60,dip,6725,0.4490706319702602,3020,-0.000834610142301674,-7.329482745678373,2996,-0.9230383546751046,-2.5294014609664996,-0.9232376646751047,"{""tp"": 2080, ""time_maker"": 586, ""sl"": 293, ""time_taker"": 61}",f0260a560ee8,-0.13239492345045026,2512,-6.917259531382726,107.6178171044482
1.5,15,4.0,4.0,0.5,1,60,breakout,7276,0.4125893347993403,3002,-0.0008631347734384611,-7.8551760962207995,2783,-0.9263566299847048,-2.797138146886156,-0.926493828824446,"{""tp"": 1650, ""time_maker"": 951, ""time_taker"": 227, ""sl"": 174}",a4474e6208d8,-0.1464089020869873,2512,-6.041062408205265,78.70838062725592
1.5,15,4.0,4.0,0.5,2,15,dip,6725,0.24535315985130113,1650,-0.000605363283361663,-3.715534103553153,1641,-0.6506637362999945,-1.3701995369521163,-0.6514874395438612,"{""tp"": 1299, ""sl"": 193, ""time_maker"": 140, ""time_taker"": 18}",adad0d3e3a76,-0.07171952163627712,2512,-7.763438041579607,121.9448426411009
1.5,15,4.0,4.0,0.5,2,15,breakout,7276,0.15173172072567345,1104,-0.0009188344669058137,-4.381757760446427,1104,-0.6472467537896763,-1.6396019778596636,-0.652418943582256,"{""tp"": 770, ""time_maker"": 185, ""sl"": 96, ""time_taker"": 53}",1837b497adc5,-0.08582068987379779,2512,-6.696478264162659,87.31886880155103
1.5,15,4.0,4.0,0.5,2,60,dip,6725,0.4490706319702602,3020,-0.000677602804499692,-5.83058879263903,2978,-0.8773533769955854,-2.0679416003776567,-0.8776714220955854,"{""tp"": 2291, ""sl"": 348, ""time_maker"": 332, ""time_taker"": 49}",9dab51a8f935,-0.10824101041571572,2512,-5.5309728411728525,70.90973372021213
1.5,15,4.0,4.0,0.5,2,60,breakout,7276,0.4125893347993403,3002,-0.0008417000248020158,-7.166440833914805,2783,-0.9195846238748933,-2.5710948428569163,-0.9198087598855034,"{""tp"": 1966, ""time_maker"": 651, ""sl"": 215, ""time_taker"": 170}",8db58fdc5f95,-0.13457725479996363,2512,-6.096820730843882,78.77490060261673
1.5,15,4.0,4.0,0.5,4,15,dip,6725,0.24535315985130113,1650,-0.0005571277942688358,-3.3910818271588816,1640,-0.6222697402333603,-1.2523798829056718,-0.6231603748569516,"{""tp"": 1352, ""sl"": 209, ""time_maker"": 73, ""time_taker"": 16}",ce3f605c9e75,-0.06555255908835593,2512,-7.617914103483239,118.14155908195539
1.5,15,4.0,4.0,0.5,4,15,breakout,7276,0.15173172072567345,1104,-0.0009770436217369741,-4.340954476975645,1104,-0.6706074411507339,-1.6443834011584506,-0.676130148365411,"{""tp"": 829, ""sl"": 120, ""time_maker"": 112, ""time_taker"": 43}",d41266ab76d8,-0.08607096100765932,2512,-6.406859640867722,75.5345284938308
1.5,15,4.0,4.0,0.5,4,60,dip,6725,0.4490706319702602,3020,-0.0006573900169696092,-5.411303965623834,2958,-0.8739907864648951,-1.880101568803944,-0.8743176316648952,"{""tp"": 2425, ""sl"": 398, ""time_maker"": 159, ""time_taker"": 38}",e70d8d4ead1c,-0.0984090138011375,2512,-7.1352119777781144,119.51292180658936
1.5,15,4.0,4.0,0.5,4,60,breakout,7276,0.4125893347993403,3002,-0.0007927219540264082,-6.424330879754854,2783,-0.9027856575237977,-2.3093383891512693,-0.9033709584106441,"{""tp"": 2180, ""time_maker"": 424, ""sl"": 271, ""time_taker"": 127}",198af3aa59b0,-0.12087629582377228,2512,-5.310571188481661,60.36647405039075
1.5,15,4.0,4.0,1.0,1,15,dip,6725,0.24535315985130113,1650,-0.0004746801251209606,-2.4952070163626345,1644,-0.569784026785998,-0.852191442188512,-0.5755721985180642,"{""tp"": 915, ""time_maker"": 507, ""sl"": 193, ""time_taker"": 35}",c44a8408390e,-0.04460573874681223,2512,-7.241946061200954,133.8203803056999
1.5,15,4.0,4.0,1.0,1,15,breakout,7276,0.15173172072567345,1104,-0.0007505614506554568,-3.2574398042146653,1104,-0.5775369586616612,-1.202866374457051,-0.5845299744626519,"{""time_maker"": 475, ""tp"": 454, ""sl"": 91, ""time_taker"": 84}",2ca4f62f5651,-0.06296090360701785,2512,-5.728713240377397,77.92451948611169
1.5,15,4.0,4.0,1.0,1,60,dip,6725,0.4490706319702602,3020,-0.0007169047414861914,-5.236668357267908,2992,-0.8918087180018517,-1.7397797593307442,-0.8921780735018517,"{""tp"": 1508, ""time_maker"": 1063, ""sl"": 343, ""time_taker"": 106}",2ec8e7c29ba4,-0.09106423460719562,2512,-6.110123629088021,103.23768587071714
1.5,15,4.0,4.0,1.0,1,60,breakout,7276,0.4125893347993403,3002,-0.0007140670717262961,-5.6953845019608496,2783,-0.8967110965988253,-2.147124183819682,-0.8969922007945075,"{""time_maker"": 1486, ""tp"": 999, ""time_taker"": 322, ""sl"": 195}",907196fff2f2,-0.1123856162583209,2512,-3.5285106579916277,53.194067376891844
1.5,15,4.0,4.0,1.0,2,15,dip,6725,0.24535315985130113,1650,-0.00022906861473516064,-1.1613878341699708,1639,-0.37129153886599153,-0.4368570545743486,-0.4385107264423419,"{""tp"": 1080, ""time_maker"": 290, ""sl"": 236, ""time_taker"": 44}",33c9eb32626b,-0.022866143311651262,2512,-6.285150746672147,120.66167406155863
1.5,15,4.0,4.0,1.0,2,15,breakout,7276,0.15173172072567345,1104,-0.0006872937173079337,-2.775048887421051,1104,-0.5492490740079173,-0.9861987392297074,-0.554276860421197,"{""tp"": 581, ""time_maker"": 329, ""sl"": 110, ""time_taker"": 84}",6c5694cc548b,-0.05162000125411367,2512,-4.129600864696156,81.81694071334286
1.5,15,4.0,4.0,1.0,2,60,dip,6725,0.4490706319702602,3020,-0.00042265091701024487,-2.9642916360747638,2965,-0.7256895662387972,-0.988058252903756,-0.735305546201211,"{""tp"": 1853, ""time_maker"": 640, ""sl"": 426, ""time_taker"": 101}",f95c8dc70d0e,-0.05171733264825174,2512,-3.6917743051712297,64.95382403091904
1.5,15,4.0,4.0,1.0,2,60,breakout,7276,0.4125893347993403,3002,-0.0006545654403558327,-4.791305367499738,2783,-0.8745379833276189,-1.7852506638207561,-0.8751285101189461,"{""tp"": 1383, ""time_maker"": 1107, ""time_taker"": 266, ""sl"": 246}",a960f6c35fc5,-0.09344429052638431,2512,-3.211365095155297,51.378207755179076
1.5,15,4.0,4.0,1.0,4,15,dip,6725,0.24535315985130113,1650,-0.0001709412899445591,-0.8408099055974957,1634,-0.30668440377638073,-0.316271734586334,-0.4027083113317288,"{""tp"": 1185, ""sl"": 274, ""time_maker"": 157, ""time_taker"": 34}",26b835e7a35f,-0.01655441919215899,2512,-5.7597138935803915,107.92801783006917
1.5,15,4.0,4.0,1.0,4,15,breakout,7276,0.15173172072567345,1104,-0.0007299225663423615,-2.7289276599635497,1104,-0.5726889062431215,-0.9872128345186768,-0.5795484476902255,"{""tp"": 674, ""time_maker"": 224, ""sl"": 144, ""time_taker"": 62}",a1eb5955df3e,-0.051673081427516934,2512,-3.950708630621502,68.08096099863002
1.5,15,4.0,4.0,1.0,4,60,dip,6725,0.4490706319702602,3020,-0.0003440580785077935,-2.283790497142963,2932,-0.6579330864164372,-0.7355140976464937,-0.6667848110168832,"{""tp"": 2094, ""sl"": 510, ""time_maker"": 337, ""time_taker"": 79}",387be02e248a,-0.03849856741105292,2512,-5.092517583811607,102.19806981154262
1.5,15,4.0,4.0,1.0,4,60,breakout,7276,0.4125893347993403,3002,-0.0006244347829273785,-4.259726101088779,2783,-0.8547245536069806,-1.5692859951645182,-0.8555341713076502,"{""tp"": 1693, ""time_maker"": 794, ""sl"": 320, ""time_taker"": 195}",0c66437f3b7f,-0.08214018312548993,2512,-2.4947712744775297,35.26823130659342
1.5,15,4.0,4.0,2.0,1,15,dip,6725,0.24535315985130113,1650,-0.0002990811203440001,-1.2787718728744244,1643,-0.44093096746506355,-0.47435473798306743,-0.4967993959698547,"{""time_maker"": 888, ""tp"": 468, ""sl"": 224, ""time_taker"": 70}",7f6a1b9b5670,-0.02482886176543502,2512,-4.1350765753291165,67.2015228584114
1.5,15,4.0,4.0,2.0,1,15,breakout,7276,0.15173172072567345,1104,-0.001284399515483948,-4.748815551359505,1104,-0.7686208777977028,-1.7724730732417464,-0.7694055955469619,"{""time_maker"": 718, ""tp"": 157, ""time_taker"": 121, ""sl"": 108}",f02725652943,-0.09277548086817261,2512,-4.223326440427754,59.31246707454136
1.5,15,4.0,4.0,2.0,1,60,dip,6725,0.4490706319702602,3020,-0.000640593188978994,-3.9434429836409643,2988,-0.8691275199352082,-1.3418326944718104,-0.8695657871352083,"{""time_maker"": 1763, ""tp"": 676, ""sl"": 392, ""time_taker"": 189}",d4b70b514071,-0.07023473324002308,2512,-4.031546541936341,65.75540959809072
1.5,15,4.0,4.0,2.0,1,60,breakout,7276,0.4125893347993403,3002,-0.0009615606295679847,-6.5303101487891215,2783,-0.9429885367636561,-2.5116058041478255,-0.9432349434450307,"{""time_maker"": 2051, ""time_taker"": 418, ""tp"": 312, ""sl"": 221}",0e04616903be,-0.1314634562007403,2512,-2.803994482659985,50.98116826116429
1.5,15,4.0,4.0,2.0,2,15,dip,6725,0.24535315985130113,1650,1.272125710977453e-05,0.05067743728776813,1634,-0.08120255326566983,0.0049289131021641635,-0.4350994423282831,"{""tp"": 671, ""time_maker"": 603, ""sl"": 284, ""time_taker"": 92}",2da978eaf1d0,0.00025799110300410655,2512,-2.9000860330869327,53.50067840516612
1.5,15,4.0,4.0,2.0,2,15,breakout,7276,0.15173172072567345,1104,-0.0010270942508796926,-3.392997555597303,1104,-0.6959853149071624,-1.287992641863729,-0.6993773924342706,"{""time_maker"": 578, ""tp"": 270, ""sl"": 133, ""time_taker"": 123}",dfd8dc2161b1,-0.06741661608716454,2512,-3.620007934583103,56.45016748037302
1.5,15,4.0,4.0,2.0,2,60,dip,6725,0.4490706319702602,3020,-0.00018588939053456287,-1.0447549502222233,2951,-0.5047080300854248,-0.3882764836960206,-0.6049726458402847,"{""time_maker"": 1267, ""tp"": 1058, ""sl"": 504, ""time_taker"": 191}",55e824343089,-0.020323320014570625,2513,-1.8803559661454072,36.540654563423914
1.5,15,4.0,4.0,2.0,2,60,breakout,7276,0.4125893347993403,3002,-0.0008605172556377205,-5.246174438510994,2783,-0.9240468501404885,-1.9874001860664574,-0.9245261581230528,"{""time_maker"": 1766, ""tp"": 565, ""time_taker"": 388, ""sl"": 283}",4c539664e4ae,-0.10402528011474257,2512,-2.4241797911111624,40.56759705449788
1.5,15,4.0,4.0,2.0,4,15,dip,6725,0.24535315985130113,1650,8.228086317159023e-05,0.3033628316011982,1627,-0.0214054257421582,0.06841175592665386,-0.447381521857805,"{""tp"": 826, ""time_maker"": 401, ""sl"": 349, ""time_taker"": 74}",7efd7f9343c1,0.0035808349638413463,2512,-2.118255521794549,47.84925174987584
1.5,15,4.0,4.0,2.0,4,15,breakout,7276,0.15173172072567345,1104,-0.0012794315280909448,-3.7613776690558067,1104,-0.7733827944908361,-1.4646727267203574,-0.7766691996898776,"{""time_maker"": 445, ""tp"": 376, ""sl"": 178, ""time_taker"": 105}",a2850129a969,-0.07666447439308736,2512,-3.562728462539252,42.0206040530002
1.5,15,4.0,4.0,2.0,4,60,dip,6725,0.4490706319702602,3020,-9.250120465167289e-06,-0.047276773117872546,2909,-0.23216569969373646,-0.04243732231724776,-0.6235965273209216,"{""tp"": 1409, ""time_maker"": 811, ""sl"": 636, ""time_taker"": 164}",3403493c8ef8,-0.002221270971151904,2513,-1.4135736962362913,50.613705427043435
1.5,15,4.0,4.0,2.0,4,60,breakout,7276,0.4125893347993403,3002,-0.0009369240122271203,-5.143111988923386,2783,-0.934717352501268,-1.865663754052894,-0.9352756968150501,"{""time_maker"": 1396, ""tp"": 889, ""sl"": 378, ""time_taker"": 339}",6bdfd735dda5,-0.09765330403807496,2512,-2.1064348363434604,32.57334523105572
1.5,15,8.0,2.0,0.5,1,15,dip,17573,0.1962100950321516,3448,-0.0005992683483569917,-5.281238655076093,3207,-0.871156213390818,-1.7993854093288941,-0.9255005291974826,"{""tp"": 2442, ""time_maker"": 811, ""time_taker"": 100, ""sl"": 95}",8a196fa84ac4,-0.09418413692025271,2512,-6.545685673220712,108.51590413803278
1.5,15,8.0,2.0,0.5,1,15,breakout,18589,0.122814567755124,2283,-0.0006191690228296595,-4.532569424741302,2283,-0.7685302045962248,-1.6540696208800818,-0.7687189041825697,"{""tp"": 1443, ""time_maker"": 649, ""time_taker"": 163, ""sl"": 28}",ca5e28743bf2,-0.08657796091983601,2512,-6.023973098061427,69.06371368229611
1.5,15,8.0,2.0,0.5,1,60,dip,17573,0.4036874751038525,7094,-0.0007979379150845805,-10.359976428929205,6138,-0.9926208666364448,-3.2101453339837756,-0.9926263410364448,"{""tp"": 4639, ""time_maker"": 1990, ""time_taker"": 301, ""sl"": 164}",31df99763469,-0.16802668627984596,2512,-6.088101729973133,98.19721013341265
1.5,15,8.0,2.0,0.5,1,60,breakout,18589,0.38189251707999355,7099,-0.0006541378810448568,-9.605373612627114,5881,-0.9820599177404878,-3.0985084758084813,-0.9820745429147809,"{""tp"": 3951, ""time_maker"": 2481, ""time_taker"": 594, ""sl"": 73}",f1188d4b171d,-0.16218334605866996,2512,-2.8866588514058877,33.48084445233423
1.5,15,8.0,2.0,0.5,2,15,dip,17573,0.1962100950321516,3448,-0.00043762464016257693,-3.8053610495857004,3176,-0.7480546542104134,-1.1538898603806635,-0.8651194467667593,"{""tp"": 2692, ""time_maker"": 557, ""sl"": 130, ""time_taker"": 69}",1fa1eb9cd044,-0.060397355695752095,2512,-7.475297967325769,138.44386925304727
1.5,15,8.0,2.0,0.5,2,15,breakout,18589,0.122814567755124,2283,-0.0005750716463945678,-3.9890587148346244,2283,-0.7454530409570057,-1.4440831216250012,-0.7680388409377747,"{""tp"": 1612, ""time_maker"": 499, ""time_taker"": 132, ""sl"": 40}",90dbe176eb44,-0.07558676520672789,2512,-5.678041742652862,61.4218365659383
1.5,15,8.0,2.0,0.5,2,60,dip,17573,0.4036874751038525,7094,-0.00062970573006522,-7.8524747502093115,6026,-0.9792004652317411,-2.404004041695701,-0.981434160334667,"{""tp"": 5263, ""time_maker"": 1394, ""sl"": 222, ""time_taker"": 215}",ce60aa0fde3e,-0.12583132254270915,2512,-5.754147468127062,91.22316467617969
1.5,15,8.0,2.0,0.5,2,60,breakout,18589,0.38189251707999355,7099,-0.000588632636486191,-8.12142481027084,5879,-0.9726096212409527,-2.7078330737912983,-0.9736696106842683,"{""tp"": 4692, ""time_maker"": 1824, ""time_taker"": 470, ""sl"": 113}",0de15a84c2c3,-0.1417344609203357,2512,-2.2341610052148715,26.38367310442239
