delta_sigma,grace_min,k_dn,k_h,k_up,n_v,t_fill_min,signal,n_events,fill_rate,n_filled,mean_ret_net,t_stat,bt_n_trades,bt_total_return,bt_sharpe,bt_max_drawdown,exit_types,trial_hash,daily_sr,n_days,skew,kurt
2.0,15,8.0,4.0,1.0,1,15,dip,6725,0.16178438661710037,1088,-0.0004224083920197834,-1.5159074650752258,1073,-0.3904894315849017,-0.6221364893493427,-0.5076284450193073,"{""tp"": 670, ""time_maker"": 337, ""sl"": 45, ""time_taker"": 36}",6bae73473d69,-0.03256411216417377,2512,-6.043617391105374,68.89395134036513
2.0,15,8.0,4.0,1.0,1,15,breakout,7276,0.08424958768554151,613,-0.00039758852534211046,-1.2036141134588678,613,-0.23245746178487758,-0.4542299692530392,-0.28711683252459275,"{""tp"": 287, ""time_maker"": 258, ""time_taker"": 55, ""sl"": 13}",17271b878f34,-0.023775483226445796,2512,-4.422344528433078,96.75302274337102
2.0,15,8.0,4.0,1.0,1,60,dip,6725,0.3528624535315985,2373,-0.0005746026458295256,-3.3645563127715064,2286,-0.7141432156656544,-1.1733722467269196,-0.7523859837783141,"{""tp"": 1285, ""time_maker"": 900, ""time_taker"": 104, ""sl"": 84}",168a85a72bb8,-0.06141711040402963,2512,-2.7127854415073007,34.04913332578382
2.0,15,8.0,4.0,1.0,1,60,breakout,7276,0.28380978559648157,2065,-0.0005132517642226352,-3.251444737954484,1890,-0.6686972898753035,-1.2862043162788432,-0.7524366425771271,"{""time_maker"": 1015, ""tp"": 792, ""time_taker"": 217, ""sl"": 41}",41e36080028a,-0.0673230108479136,2512,-2.388709233023145,33.00613479605253
2.0,15,8.0,4.0,1.0,2,15,dip,6725,0.16178438661710037,1088,-0.0001500792158655509,-0.5206953831516827,1061,-0.17706531400963788,-0.20160782480194195,-0.39788225775758645,"{""tp"": 762, ""time_maker"": 244, ""sl"": 55, ""time_taker"": 27}",9ad2848578c9,-0.010552635848271303,2512,-5.156456231983908,59.91902546240403
2.0,15,8.0,4.0,1.0,2,15,breakout,7276,0.08424958768554151,613,-0.0004492047481726206,-1.2009592921579884,613,-0.2607059164150247,-0.44705818039210143,-0.3564603946427505,"{""tp"": 349, ""time_maker"": 195, ""time_taker"": 51, ""sl"": 18}",2424a9e73a87,-0.02340009464068771,2512,-3.324543699391239,104.46344111637286
2.0,15,8.0,4.0,1.0,2,60,dip,6725,0.3528624535315985,2373,-0.00022848098334655147,-1.288324228637603,2230,-0.3764668908879272,-0.3872293148266129,-0.5931962089929177,"{""tp"": 1541, ""time_maker"": 637, ""sl"": 102, ""time_taker"": 93}",1085007c72ab,-0.020268508690846652,2512,-1.9874326273570027,28.102452969179605
2.0,15,8.0,4.0,1.0,2,60,breakout,7276,0.28380978559648157,2065,-0.00043303106563993154,-2.5649717297805656,1890,-0.5682604382822087,-0.9061084627831582,-0.7212564360529339,"{""tp"": 1031, ""time_maker"": 787, ""time_taker"": 195, ""sl"": 52}",76d3c52dec31,-0.04742788458821493,2512,-1.166942090789729,26.98982196483364
2.0,15,8.0,4.0,1.0,4,15,dip,6725,0.16178438661710037,1088,4.609238766484495e-05,0.156689474134809,1058,0.02259942330936804,0.08802959751648738,-0.3549700530231027,"{""tp"": 831, ""time_maker"": 157, ""sl"": 73, ""time_taker"": 27}",a223cb514395,0.004607679723611756,2512,-4.638449120236417,64.24736046876849
2.0,15,8.0,4.0,1.0,4,15,breakout,7276,0.08424958768554151,613,-0.0005478936411586144,-1.329938096661329,613,-0.30814463841948014,-0.5041009948365259,-0.35730914595492524,"{""tp"": 396, ""time_maker"": 148, ""time_taker"": 41, ""sl"": 28}",466200cf79ef,-0.02638585200989635,2512,-3.642008853511229,83.9470001923327
2.0,15,8.0,4.0,1.0,4,60,dip,6725,0.3528624535315985,2373,-1.3690997436899936e-05,-0.07099712289874152,2197,-0.049098644543170256,0.042984688533555346,-0.5750929277289227,"{""tp"": 1727, ""time_maker"": 423, ""sl"": 136, ""time_taker"": 87}",cc4e6aa0ad24,0.002249921428355212,2512,-3.5059942091594,55.090204531185286
2.0,15,8.0,4.0,1.0,4,60,breakout,7276,0.28380978559648157,2065,-0.00031249952548046127,-1.6849239453867195,1890,-0.4512217714076575,-0.5642016953521628,-0.7059354918174617,"{""tp"": 1241, ""time_maker"": 592, ""time_taker"": 159, ""sl"": 73}",927db51babad,-0.029531666451327782,2512,-1.5367990133561227,24.770957210651254
2.0,15,8.0,4.0,2.0,1,15,dip,6725,0.16178438661710037,1088,-4.993244341569099e-05,-0.14866662451835314,1070,-0.04520087205080847,0.011047393628729644,-0.4261757412294829,"{""time_maker"": 594, ""tp"": 385, ""time_taker"": 57, ""sl"": 52}",27d6b4b903ef,0.0005782470107547806,2512,-3.0683485972711333,45.280239103404206
2.0,15,8.0,4.0,2.0,1,15,breakout,7276,0.08424958768554151,613,-0.00044029578535628646,-1.085771119563325,613,-0.2600795593681,-0.4349701120737565,-0.36490003968147533,"{""time_maker"": 390, ""tp"": 132, ""time_taker"": 78, ""sl"": 13}",f568a3d27828,-0.02276737622711505,2512,-3.6817209231512633,72.0037923496299
2.0,15,8.0,4.0,2.0,1,60,dip,6725,0.3528624535315985,2373,-0.0004209052067987443,-2.0772972502899143,2278,-0.5722687449677522,-0.6193647297847975,-0.715592851601772,"{""time_maker"": 1497, ""tp"": 611, ""time_taker"": 170, ""sl"": 95}",d59f6568c60f,-0.03241903163779865,2512,-0.7240409962998267,30.542346732586537
2.0,15,8.0,4.0,2.0,1,60,breakout,7276,0.28380978559648157,2065,-0.00041060061455299086,-2.214128143209295,1890,-0.6343001282630643,-1.0362648650515724,-0.7724435587575864,"{""time_maker"": 1411, ""tp"": 321, ""time_taker"": 292, ""sl"": 41}",21822b41fe07,-0.05424058205077125,2512,-0.24091431829421678,30.160918525491102
2.0,15,8.0,4.0,2.0,2,15,dip,6725,0.16178438661710037,1088,0.0006213490923251663,1.782390352836068,1051,0.8523350865597124,0.7498955842682579,-0.3694790535417478,"{""tp"": 510, ""time_maker"": 454, ""sl"": 64, ""time_taker"": 60}",44495e466c14,0.03925132882507717,2512,-1.651862427804545,32.4032155760243
2.0,15,8.0,4.0,2.0,2,15,breakout,7276,0.08424958768554151,613,-0.00035915660180425423,-0.7706707375849347,613,-0.2300554979504037,-0.31065978076997675,-0.44119467905804444,"{""time_maker"": 330, ""tp"": 193, ""time_taker"": 72, ""sl"": 18}",d75d43d90717,-0.016260676104163707,2512,-2.6714294397980236,61.867633651011595
2.0,15,8.0,4.0,2.0,2,60,dip,6725,0.3528624535315985,2373,0.0002301474699552609,1.0518340629007683,2203,0.608843897650275,0.47381038021855854,-0.5620487600264479,"{""time_maker"": 1161, ""tp"": 919, ""time_taker"": 174, ""sl"": 119}",eee49c325f2d,0.024800368777795852,2512,-0.407217198658207,16.982001114780996
2.0,15,8.0,4.0,2.0,2,60,breakout,7276,0.28380978559648157,2065,-0.00031165391265441613,-1.5187931388054337,1890,-0.4983297831028569,-0.6105281294834987,-0.7761222228758753,"{""time_maker"": 1248, ""tp"": 487, ""time_taker"": 278, ""sl"": 52}",8220502a4030,-0.03195650283859188,2512,0.03775289664020933,22.400807686409202
2.0,15,8.0,4.0,2.0,4,15,dip,6725,0.16178438661710037,1088,0.0008531472092166483,2.2848513029854107,1043,1.2271882413052282,0.8291254569265062,-0.34789708465363234,"{""tp"": 627, ""time_maker"": 317, ""sl"": 89, ""time_taker"": 55}",842221fe10d4,0.043398409898387516,2512,0.41811579714915414,54.08453496068664
2.0,15,8.0,4.0,2.0,4,15,breakout,7276,0.08424958768554151,613,-0.00045727961623276983,-0.8614976796838513,613,-0.2840503183758938,-0.38948951991579034,-0.49140021607936457,"{""time_maker"": 267, ""tp"": 252, ""time_taker"": 62, ""sl"": 32}",e021dc6e4bd9,-0.020386813232210216,2512,-3.0099986861392085,44.86325085395504
2.0,15,8.0,4.0,2.0,4,60,dip,6725,0.3528624535315985,2373,0.00055817001206484,2.2441015600406504,2156,1.522266266995214,0.7451479692388303,-0.5959461209471659,"{""tp"": 1243, ""time_maker"": 800, ""sl"": 169, ""time_taker"": 161}",424c10241306,0.03900282729691205,2512,-0.25151355043724366,35.5852130218038
2.0,15,8.0,4.0,2.0,4,60,breakout,7276,0.28380978559648157,2065,-0.00028490780945296195,-1.2138545862685863,1890,-0.5021483706566463,-0.5297491599701434,-0.8091848110582479,"{""time_maker"": 1030, ""tp"": 703, ""time_taker"": 252, ""sl"": 80}",0ef1a82971cf,-0.02772833833004431,2512,-0.6599215962016431,20.112710933769502
3.0,15,2.0,2.0,0.5,1,15,dip,17573,0.06031980879758721,1060,-0.0011357313572256534,-7.325790029493178,1032,-0.6928529048800498,-2.5267229863880587,-0.6934266181800498,"{""tp"": 708, ""sl"": 322, ""time_maker"": 28, ""time_taker"": 2}",ad2dd205fd72,-0.13225472568340968,2512,-5.422523840222999,76.9991030714046
3.0,15,2.0,2.0,0.5,1,15,breakout,18589,0.02436925063209425,453,-0.0016525045912628654,-4.993662110369215,453,-0.5325800798736879,-1.7876713092737615,-0.5397912339881887,"{""tp"": 286, ""sl"": 125, ""time_maker"": 31, ""time_taker"": 11}",97ec33349e11,-0.09357099290020554,2512,-7.9967014057428605,105.26489282491347
3.0,15,2.0,2.0,0.5,1,60,dip,17573,0.1871052182325158,3288,-0.0010731266858460746,-11.783818412887621,2864,-0.9598812184545062,-4.040905357313242,-0.9599168504545063,"{""tp"": 2162, ""sl"": 877, ""time_maker"": 231, ""time_taker"": 18}",c93394c750ed,-0.21151065329407062,2512,-3.3641810123236127,30.37052963987985
3.0,15,2.0,2.0,0.5,1,60,breakout,18589,0.126687826133735,2355,-0.001357587318861185,-11.288012217081633,1833,-0.9318518810510072,-3.6236000392845447,-0.9320559200033169,"{""tp"": 1389, ""sl"": 578, ""time_maker"": 316, ""time_taker"": 72}",7265908d63fb,-0.1896678946460369,2512,-4.8135986342358,44.42737682393661
3.0,15,2.0,2.0,0.5,2,15,dip,17573,0.06031980879758721,1060,-0.0011482595846732634,-7.374072201958852,1032,-0.696931603188244,-2.5349915094119893,-0.6974974218882439,"{""tp"": 721, ""sl"": 328, ""time_maker"": 9, ""time_taker"": 2}",a938015accb2,-0.13268751995893102,2512,-5.372759347664607,75.16828402232666
3.0,15,2.0,2.0,0.5,2,15,breakout,18589,0.02436925063209425,453,-0.0016364481306441652,-4.8758647027610325,453,-0.5293050950558875,-1.7667405666420202,-0.5365668742167455,"{""tp"": 298, ""sl"": 131, ""time_maker"": 17, ""time_taker"": 7}",6d7d99ead6fd,-0.09247542775910231,2512,-7.866215782093424,102.80512992246457
3.0,15,2.0,2.0,0.5,2,60,dip,17573,0.1871052182325158,3288,-0.001075278091338173,-11.586469389889974,2861,-0.9607906962972603,-3.958359032266256,-0.9608252802972603,"{""tp"": 2272, ""sl"": 929, ""time_maker"": 76, ""time_taker"": 11}",432f50808636,-0.20718998116892062,2512,-3.320995624192538,28.422641564891354
3.0,15,2.0,2.0,0.5,2,60,breakout,18589,0.126687826133735,2355,-0.0013225880830792537,-10.715275714704537,1833,-0.9286598716794917,-3.481210855681551,-0.9288112246495379,"{""tp"": 1517, ""sl"": 630, ""time_maker"": 164, ""time_taker"": 44}",40e39ab6abb1,-0.1822149041444472,2512,-4.705671782942099,43.4571576624594
3.0,15,2.0,2.0,0.5,4,15,dip,17573,0.06031980879758721,1060,-0.0011432632215542273,-7.333735166318099,1032,-0.6953424005678754,-2.5211658358450166,-0.6959116026678753,"{""tp"": 725, ""sl"": 329, ""time_maker"": 6}",08aef0484eea,-0.13196385112984335,2512,-5.360952553937715,74.88862698941264
3.0,15,2.0,2.0,0.5,4,15,breakout,18589,0.02436925063209425,453,-0.0015330733364702918,-4.550575366945996,453,-0.5067599194754961,-1.6864539777481304,-0.5143690264485759,"{""tp"": 310, ""sl"": 133, ""time_maker"": 7, ""time_taker"": 3}",f1b71f24a73e,-0.08827303563007954,2512,-7.737513106296024,103.41530455502667
3.0,15,2.0,2.0,0.5,4,60,dip,17573,0.1871052182325158,3288,-0.001080734686067418,-11.562891035574605,2861,-0.9613206448955269,-3.9261409819307915,-0.961354704895527,"{""tp"": 2309, ""sl"": 952, ""time_maker"": 26, ""time_taker"": 1}",dcad331014bf,-0.20550361134044084,2512,-3.246048284551313,27.319475263654617
3.0,15,2.0,2.0,0.5,4,60,breakout,18589,0.126687826133735,2355,-0.0012976564025239197,-10.394344797783132,1833,-0.9264608570127947,-3.4149383657899097,-0.9266009197048299,"{""tp"": 1597, ""sl"": 671, ""time_maker"": 60, ""time_taker"": 27}",86d53d3d5dc7,-0.17874604348255688,2512,-4.553020216182088,41.6094344608653
3.0,15,2.0,2.0,1.0,1,15,dip,17573,0.06031980879758721,1060,-0.000955130642683572,-4.843392274757801,1022,-0.6485810568263846,-1.8683925730671684,-0.650080159526229,"{""tp"": 575, ""sl"": 400, ""time_maker"": 78, ""time_taker"": 7}",e349e6b74659,-0.09779613695332398,2512,-1.9647991117645256,44.618138904521686
3.0,15,2.0,2.0,1.0,1,15,breakout,18589,0.02436925063209425,453,-0.0014902394252130926,-3.649197346148703,453,-0.4998239494358473,-1.3382336976119422,-0.5144333360003499,"{""tp"": 227, ""sl"": 151, ""time_maker"": 61, ""time_taker"": 14}",d9e940f3813f,-0.07004635313464487,2512,-4.726938652929763,67.86449755368378
3.0,15,2.0,2.0,1.0,1,60,dip,17573,0.1871052182325158,3288,-0.0009377278664722231,-8.337242306136755,2795,-0.9432841813023554,-3.0665057660904447,-0.9434413184942053,"{""tp"": 1653, ""sl"": 1093, ""time_maker"": 502, ""time_taker"": 40}",6d956e66fd35,-0.1605082476732569,2512,-1.8408637224509505,24.482736335345223
3.0,15,2.0,2.0,1.0,1,60,breakout,18589,0.126687826133735,2355,-0.00127937716343139,-8.989587294867679,1833,-0.926946254071086,-3.0448831220969486,-0.9273758172605256,"{""tp"": 984, ""sl"": 676, ""time_maker"": 596, ""time_taker"": 99}",55d6373cd3f1,-0.15937646675967215,2512,-3.3401211753734596,32.433440013197945
3.0,15,2.0,2.0,1.0,2,15,dip,17573,0.06031980879758721,1060,-0.0009678144275383199,-4.83378118182279,1022,-0.6535109071234648,-1.863314583759552,-0.6535109071234648,"{""tp"": 604, ""sl"": 417, ""time_maker"": 35, ""time_taker"": 4}",89020e69cb2e,-0.09753034284509761,2512,-1.929902222121025,42.30802683411981
3.0,15,2.0,2.0,1.0,2,15,breakout,18589,0.02436925063209425,453,-0.0015475803091252978,-3.7131296357165144,453,-0.5130132961551734,-1.369846184010739,-0.5290734852154362,"{""tp"": 247, ""sl"": 166, ""time_maker"": 31, ""time_taker"": 9}",f0fa41357f72,-0.07170102629801367,2512,-4.461443696279604,64.16905609071243
3.0,15,2.0,2.0,1.0,2,60,dip,17573,0.1871052182325158,3288,-0.0008891289848138249,-7.65019914074706,2791,-0.9370996016316172,-2.8359065972885142,-0.9375109276784171,"{""tp"": 1857, ""sl"": 1186, ""time_maker"": 223, ""time_taker"": 22}",99067f69333c,-0.14843813552522198,2512,-1.7131450166665574,21.205197314864108
3.0,15,2.0,2.0,1.0,2,60,breakout,18589,0.126687826133735,2355,-0.001256726936185227,-8.319046464630148,1833,-0.926100961507739,-2.79391111668721,-0.9266655872255132,"{""tp"": 1166, ""sl"": 763, ""time_maker"": 358, ""time_taker"": 68}",2bb01c86276e,-0.14623999160648238,2512,-3.8049460274313573,41.196768262175006
3.0,15,2.0,2.0,1.0,4,15,dip,17573,0.06031980879758721,1060,-0.0009670714440162873,-4.80462516580647,1022,-0.653298552147989,-1.8538040511700515,-0.653298552147989,"{""tp"": 621, ""sl"": 425, ""time_maker"": 13, ""time_taker"": 1}",5b01d7db51c2,-0.09703253881770577,2512,-1.918005422035009,41.61944407536394
3.0,15,2.0,2.0,1.0,4,15,breakout,18589,0.02436925063209425,453,-0.001415221114514921,-3.3482803325251114,453,-0.483120449585298,-1.2639421925547587,-0.4989103164465696,"{""tp"": 260, ""sl"": 172, ""time_maker"": 17, ""time_taker"": 4}",98f00f5506e6,-0.0661577580354287,2512,-4.231451063217609,63.07055284729434
3.0,15,2.0,2.0,1.0,4,60,dip,17573,0.1871052182325158,3288,-0.0008935290938343084,-7.55263564906853,2791,-0.9371682654358742,-2.7663975138229677,-0.9375783346826742,"{""tp"": 1960, ""sl"": 1243, ""time_maker"": 77, ""time_taker"": 8}",6f3db500339a,-0.14479986381290327,2512,-1.6653700457661085,19.811381668586233
3.0,15,2.0,2.0,1.0,4,60,breakout,18589,0.126687826133735,2355,-0.0011217206229607432,-7.303568132247706,1833,-0.9029811198299151,-2.5074893768840916,-0.9037372945162515,"{""tp"": 1324, ""sl"": 834, ""time_maker"": 157, ""time_taker"": 40}",9d4cc6749540,-0.1312479925501962,2512,-2.9183440382310195,28.404917017628293
3.0,15,2.0,2.0,2.0,1,15,dip,17573,0.06031980879758721,1060,-0.0007980748621327707,-2.9807162927321715,1007,-0.6198199891941252,-1.318056279003659,-0.7036629376485766,"{""sl"": 465, ""tp"": 338, ""time_maker"": 237, ""time_taker"": 20}",f920a5daf8cd,-0.06899021877507563,2512,-0.686423432780239,35.977892334438444
3.0,15,2.0,2.0,2.0,1,15,breakout,18589,0.02436925063209425,453,-0.0006622556634700981,-1.261243557634212,453,-0.27980455124933845,-0.47660202804663987,-0.3272410869304855,"{""sl"": 169, ""tp"": 143, ""time_maker"": 116, ""time_taker"": 25}",ac10c2b04c31,-0.02494649030346233,2512,1.0948579148240005,65.06925173260734
3.0,15,2.0,2.0,2.0,1,60,dip,17573,0.1871052182325158,3288,-0.0007702862509221831,-5.383586668494563,2737,-0.913009589493688,-2.0022874498100833,-0.9175532953458726,"{""sl"": 1241, ""time_maker"": 1109, ""tp"": 848, ""time_taker"": 90}",ef28ec86e259,-0.10480451511327495,2512,-0.20498673805523834,40.21942485865937
3.0,15,2.0,2.0,2.0,1,60,breakout,18589,0.126687826133735,2355,-0.0010768534239799803,-6.308775923740088,1833,-0.9031163475554876,-2.381265413630653,-0.9076888374599593,"{""time_maker"": 991, ""sl"": 742, ""tp"": 450, ""time_taker"": 172}",9756aee11944,-0.12464112835309642,2512,-1.0598236150353135,31.48050690140799
3.0,15,2.0,2.0,2.0,2,15,dip,17573,0.06031980879758721,1060,-0.0009032292220715301,-3.2747790197148694,1004,-0.6470421088308979,-1.3677162296590362,-0.716037335184037,"{""sl"": 511, ""tp"": 401, ""time_maker"": 134, ""time_taker"": 14}",cab922072580,-0.07158953939184304,2512,-0.7207597365419443,32.55242412493726
3.0,15,2.0,2.0,2.0,2,15,breakout,18589,0.02436925063209425,453,-0.00074245051999255,-1.3777085582300324,453,-0.30656359592467264,-0.5214534386533684,-0.35107258435198563,"{""sl"": 189, ""tp"": 162, ""time_maker"": 81, ""time_taker"": 21}",33fa7d5a0b6e,-0.027294120430810143,2512,1.0939860894317797,60.98880680317451
3.0,15,2.0,2.0,2.0,2,60,dip,17573,0.1871052182325158,3288,-0.0006972330229096841,-4.585423755940764,2724,-0.8889448698822573,-1.6869492183648904,-0.900344355481015,"{""sl"": 1410, ""tp"": 1146, ""time_maker"": 653, ""time_taker"": 79}",e923eaacdfe9,-0.08829895770870459,2512,-0.3333231278750352,33.811721834630255
3.0,15,2.0,2.0,2.0,2,60,breakout,18589,0.126687826133735,2355,-0.000987879724916322,-5.383648363875294,1833,-0.8899519106225577,-2.0616969130197553,-0.8961852435501098,"{""sl"": 851, ""time_maker"": 768, ""tp"": 611, ""time_taker"": 125}",d326c0eb9fc6,-0.1079141485404935,2512,-0.9063512445790256,40.84171022363592
3.0,15,2.0,2.0,2.0,4,15,dip,17573,0.06031980879758721,1060,-0.0009645581448716378,-3.440255456061036,1003,-0.6671169983657546,-1.4194666496066484,-0.7318314889084281,"{""sl"": 540, ""tp"": 440, ""time_maker"": 68, ""time_taker"": 12}",559abbbafa68,-0.07429828017231004,2512,-0.7235593698781109,30.504114051394037
3.0,15,2.0,2.0,2.0,4,15,breakout,18589,0.02436925063209425,453,-0.0005294021519155098,-0.9479701077699344,453,-0.2379630254538837,-0.3641584114545558,-0.28838611591988006,"{""sl"": 203, ""tp"": 197, ""time_maker"": 41, ""time_taker"": 12}",86aead6bf343,-0.01906092241677646,2512,1.4894081250333835,60.09377795398584
3.0,15,2.0,2.0,2.0,4,60,dip,17573,0.1871052182325158,3288,-0.0007401860029906381,-4.670781385593838,2722,-0.8996105506989751,-1.645219583000411,-0.9140689674591093,"{""sl"": 1552, ""tp"": 1374, ""time_maker"": 313, ""time_taker"": 49}",512ac8869204,-0.08611472876563109,2512,-0.46531911727302344,31.14854254359843
3.0,15,2.0,2.0,2.0,4,60,breakout,18589,0.126687826133735,2355,-0.0007610641903217203,-3.9286028717995074,1827,-0.8199383021833948,-1.4864739570602516,-0.8403358677271086,"{""sl"": 967, ""tp"": 835, ""time_maker"": 446, ""time_taker"": 107}",9a768c67743a,-0.07780560294326738,2512,0.10369816180662317,32.821283146036436
3.0,15,2.0,4.0,0.5,1,15,dip,6725,0.07940520446096654,534,-0.0009045221760219778,-4.044135175648145,534,-0.3875750886374215,-1.4517359278789654,-0.3875750886374215,"{""tp"": 382, ""sl"": 141, ""time_maker"": 11}",9da7c08a1668,-0.07598733139355517,2512,-6.279049131899985,94.11308453541118
3.0,15,2.0,4.0,0.5,1,15,breakout,7276,0.03724573941726223,271,-0.0016830575839992408,-3.68713447275271,271,-0.3713766991802183,-1.3725536856758502,-0.38087324898873154,"{""tp"": 170, ""sl"": 78, ""time_maker"": 18, ""time_taker"": 5}",21c8f3682ca6,-0.07184274341221088,2512,-10.085029016277433,173.74266775684333
3.0,15,2.0,4.0,0.5,1,60,dip,6725,0.22260223048327138,1497,-0.0010264246909770923,-7.523120561603723,1487,-0.783224678359504,-2.618887892400238,-0.7834175103595041,"{""tp"": 1018, ""sl"": 400, ""time_maker"": 76, ""time_taker"": 3}",60df79621d68,-0.13707885734641503,2512,-4.760413194650178,52.695160120612485
3.0,15,2.0,4.0,0.5,1,60,breakout,7276,0.14719626168224298,1071,-0.0013559533828989472,-6.659719756513043,959,-0.741663878182121,-2.34116738175764,-0.744972315287909,"{""tp"": 627, ""sl"": 263, ""time_maker"": 150, ""time_taker"": 31}",18bc0327a041,-0.12254230143998444,2512,-7.856778598016014,134.4352052361635
3.0,15,2.0,4.0,0.5,2,15,dip,6725,0.07940520446096654,534,-0.0009012996736309485,-4.019573138005843,534,-0.3865530305683361,-1.4420839414713449,-0.3865530305683361,"{""tp"": 389, ""sl"": 144, ""time_maker"": 1}",e5c91ffc6333,-0.07548212333492875,2512,-6.236996444316556,93.0195071538606
3.0,15,2.0,4.0,0.5,2,15,breakout,7276,0.03724573941726223,271,-0.0016809826541572602,-3.6550070726828725,271,-0.3710995259797504,-1.3773699778607642,-0.3808582708287087,"{""tp"": 176, ""sl"": 82, ""time_maker"": 9, ""time_taker"": 4}",b34892d90ae0,-0.07209483966698771,2512,-9.911508512326673,171.35993734134462
3.0,15,2.0,4.0,0.5,2,60,dip,6725,0.22260223048327138,1497,-0.0010143460368310514,-7.345024337410703,1485,-0.7782401580371825,-2.558774481844473,-0.7784371820371825,"{""tp"": 1057, ""sl"": 418, ""time_maker"": 19, ""time_taker"": 3}",cababc445d17,-0.13393237763107757,2512,-4.651392776173676,51.173573954801604
3.0,15,2.0,4.0,0.5,2,60,breakout,7276,0.14719626168224298,1071,-0.0012661843290546607,-6.142523969025667,959,-0.7169839785522012,-2.1642744026710354,-0.7206157977954526,"{""tp"": 696, ""sl"": 280, ""time_maker"": 70, ""time_taker"": 25}",d60144793e90,-0.11328329974076651,2512,-7.699527345296116,130.7257248959033
3.0,15,2.0,4.0,0.5,4,15,dip,6725,0.07940520446096654,534,-0.0008986179330011107,-4.0071492509993005,534,-0.3856683268211747,-1.437279218134053,-0.3856683268211747,"{""tp"": 390, ""sl"": 144}",9c1d0984da76,-0.07523063262131215,2512,-6.23025479468047,92.90788601735679
3.0,15,2.0,4.0,0.5,4,15,breakout,7276,0.03724573941726223,271,-0.0015509036807607782,-3.3594310293532335,271,-0.3485408744728644,-1.269640217676848,-0.35961078250733214,"{""tp"": 184, ""sl"": 82, ""time_maker"": 3, ""time_taker"": 2}",90c01e341b84,-0.06645600630147086,2512,-9.88903318998556,170.96249211422338
3.0,15,2.0,4.0,0.5,4,60,dip,6725,0.22260223048327138,1497,-0.0010090861290134785,-7.285103742241873,1485,-0.7764842792576017,-2.543062028417434,-0.7766828752576016,"{""tp"": 1068, ""sl"": 424, ""time_maker"": 4, ""time_taker"": 1}",dc4cec19a725,-0.1331099502304479,2512,-4.629154998618867,50.96433816030668
3.0,15,2.0,4.0,0.5,4,60,breakout,7276,0.14719626168224298,1071,-0.001219687786036383,-5.885735996312022,959,-0.70381933090851,-2.0527331770396917,-0.7056486319363842,"{""tp"": 737, ""sl"": 291, ""time_maker"": 30, ""time_taker"": 13}",6e5b8f70b352,-0.1074449651557187,2512,-7.800183056476195,129.56085652923625
3.0,15,2.0,4.0,1.0,1,15,dip,6725,0.07940520446096654,534,-0.0006152097131714088,-2.146874755465546,534,-0.2884493246041776,-0.8076177050674662,-0.29284991048273146,"{""tp"": 322, ""sl"": 181, ""time_maker"": 30, ""time_taker"": 1}",21d1c253b5c1,-0.04227264271397195,2512,-2.0809970410099816,65.51281807241489
3.0,15,2.0,4.0,1.0,1,15,breakout,7276,0.03724573941726223,271,-0.001416477982191692,-2.4778625600368187,271,-0.3271337908110742,-0.9644688974876954,-0.34830877780945946,"{""tp"": 139, ""sl"": 92, ""time_maker"": 34, ""time_taker"": 6}",b9677753dfc6,-0.05048260935392682,2512,-5.663945020493397,106.68883281878463
3.0,15,2.0,4.0,1.0,1,60,dip,6725,0.22260223048327138,1497,-0.0007638938907600238,-4.5193540276757815,1483,-0.6889178100803772,-1.7192166867729897,-0.6894701060803772,"{""tp"": 821, ""sl"": 493, ""time_maker"": 175, ""time_taker"": 8}",be5fdcd3958d,-0.08998791419732691,2512,-2.0500298328958646,27.621691440322724
3.0,15,2.0,4.0,1.0,1,60,breakout,7276,0.14719626168224298,1071,-0.0011589255406662276,-4.885741140275964,959,-0.6985409590821988,-1.8671653673202442,-0.7070569995503967,"{""tp"": 453, ""sl"": 302, ""time_maker"": 272, ""time_taker"": 44}",e08e5f78d2f1,-0.09773190206873594,2512,-5.526773593019617,87.09678932231598
3.0,15,2.0,4.0,1.0,2,15,dip,6725,0.07940520446096654,534,-0.000581554487472823,-2.016213716280965,534,-0.27568594522601697,-0.7606658471859115,-0.2803021134169721,"{""tp"": 334, ""sl"": 186, ""time_maker"": 11, ""time_taker"": 3}",70650a6d14c0,-0.03981507015144579,2512,-2.05570943283648,64.53506898122254
3.0,15,2.0,4.0,1.0,2,15,breakout,7276,0.03724573941726223,271,-0.0014668985225960824,-2.5375725928295227,271,-0.33645999373228186,-0.9952612017667505,-0.3576109671237402,"{""tp"": 150, ""sl"": 101, ""time_maker"": 14, ""time_taker"": 6}",214e2ab361fc,-0.05209435222306027,2512,-5.4908578213405175,103.55765315006377
3.0,15,2.0,4.0,1.0,2,60,dip,6725,0.22260223048327138,1497,-0.000702278341560548,-4.048412393702561,1480,-0.6573429433471121,-1.5209223266484595,-0.6579518313471121,"{""tp"": 892, ""sl"": 522, ""time_maker"": 72, ""time_taker"": 11}",8fb2914315cb,-0.0796087130169371,2512,-1.8819167753603732,27.328740697989417
3.0,15,2.0,4.0,1.0,2,60,breakout,7276,0.14719626168224298,1071,-0.0011460819847023463,-4.616789755344617,959,-0.696964025523575,-1.8263894850620934,-0.7057964976861444,"{""tp"": 535, ""sl"": 337, ""time_maker"": 152, ""time_taker"": 47}",42c9130d1728,-0.09559759484487215,2512,-5.243875792709126,81.25642382712903
